Title,URL extension,External Website Logo,URL(href),Description,Course logo URL
Engineering Design and Rapid Prototyping (January IAP 2005),aeronautics-and-astronautics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-810-engineering-design-and-rapid-prototyping-january-iap-2005,"This course provides students with an opportunity to conceive, design and implement a product, using rapid prototyping methods and computer-aid tools. The first of two phases challenges each student team to meet a set of design requirements and constraints for a structural component. A course of iteration, fabrication, and validation completes this manual design cycle. During the second phase, each team conducts design optimization using structural analysis software, with their phase one prototype as a baseline. This course is made possible thanks to a grant by the alumni sponsored Teaching and Education Enhancement Program (Class of '51 Fund for Excellence in Education, Class of '55 Fund for Excellence in Teaching, Class of '72 Fund for Educational Innovation). The instructors gratefully acknowledge the financial support.The course was approved by the Undergraduate Committee of the MIT Department of Aeronautics and Astronautics in 2003. The instructors thank Prof. Manuel Martinez-Sanchez and the committee members for their support and suggestions.",https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-810-engineering-design-and-rapid-prototyping-january-iap-2005/16-810iap05.jpg
"Unified Engineering I, II, III, & IV (Fall 2005)",aeronautics-and-astronautics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-01-unified-engineering-i-ii-iii-iv-fall-2005-spring-2006,"The basic objective of Unified Engineering is to give a solid understanding of the fundamental disciplines of aerospace engineering, as well as their interrelationships and applications. These disciplines are Materials and Structures (M); Computers and Programming (C); Fluid Mechanics (F); Thermodynamics (T); Propulsion (P); and Signals and Systems (S). In choosing to teach these subjects in a unified manner, the instructors seek to explain the common intellectual threads in these disciplines, as well as their combined application to solve engineering Systems Problems (SP). Throughout the year, the instructors emphasize the connections among the disciplines.",https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-01-unified-engineering-i-ii-iii-iv-fall-2005-spring-2006/16-01f05.jpg
Inventions and Patents (Fall 2005),electrical-engineering-and-computer-science,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-901-inventions-and-patents-fall-2005,"This course explores the history of private and public rights in scientific discoveries and applied engineering, leading to the development of worldwide patent systems. The classes of invention protectable under the patent laws of the U.S., including the procedures in protecting inventions in the Patent Office and the courts will be examined. A review of past cases involving inventions and patents in: Periodic joint real-time class sessions and discussions by video-audio Internet conferencing, with other universities will also be conducted.",https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-901-inventions-and-patents-fall-2005/6-901f05.jpg
Prototyping Avionics (Spring 2006),aeronautics-and-astronautics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-682-prototyping-avionics-spring-2006,"In the past building prototypes of electronic components for new projects/products was limited to using protoboards and wirewrap. Manufacturing a printed-circuit-board was limited to final production, where mistakes in the implementation meant physically cutting traces on the board and adding wire jumpers - the final products would have these fixes on them! Today that is no longer the case, while you will still cut traces and use jumpers when debugging a board, manufacturing a new final version without the errors is a simple and relatively inexpensive task. For that matter, manufacturing a prototype printed circuit board which you know is likely to have errors but which will get the design substantially closer to the final product than a protoboard setup is not only possible, but desirable. In this class, you'll learn to design, build, and debug printed-circuit-boards.",https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-682-prototyping-avionics-spring-2006/16-682s06.jpg
Analytical Subsonic Aerodynamics (Fall 2017),aeronautics-and-astronautics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-121-analytical-subsonic-aerodynamics-fall-2017,"This subject is designed to inform students on the analytical foundations of inviscid subsonic aerodynamics. A primary goal of this subject is to equip students with the scientific rigor, applied mathematical complexity, and physical understanding that form the foundation of classical subsonic aerodynamics. Perturbation methods that both simplify mathematical complexity and expand physical understanding of critical phenomenon in fluid flow provides a framework for the subject.  The subject offers lectures in classical subsonic aerodynamics at the graduate level on inviscid, subsonic, steady flow over slender aerodynamic bodies. Topics will be selected from: fundamentals of fluid mechanics [review]; singular-perturbation methods [introduction, JIT]; similitude; subsonic flows with axial symmetry; linearized subsonic flow; slender body theory; similarity rules for subsonic flows; two-dimensional flow past a wave-shaped wall; thin wing theory; Kaplan’s higher approximations.",https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-121-analytical-subsonic-aerodynamics-fall-2017/16-121f17.jpg
Space Systems Engineering (Spring 2002),aeronautics-and-astronautics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-83x-space-systems-engineering-spring-2002-spring-2003,"Space Systems Engineering (16.83X) is the astronautical capstone course option in the Department of Aeronautics and Astronautics.  Between Spring 2002 and Spring 2003, the course was offered in a 3-semester format, using a Conceive, Design, Implement and Operate (C-D-I-O) teaching model. 16.83X is shorthand for the three course numbers: 16.83, 16.831, and 16.832. The first semester (16.83) is the Conceive-Design phase of the project, which results in a detailed system design, but precedes assembly.  The second semester (16.831) is the Implement phase, and involves building the students' system.  The final semester (16.832) is the Operate phase, in which the system is tested and readied to perform in its intended environment.This year's project objective was to demonstrate the feasibility of an electromagnetically controlled array of formation flying satellites.  The project, ""EMFFORCE"", was an extension of the first C-D-I-O course project, ""SPHERES"", which ran from Spring 1999 through Spring 2000, and demonstrated satellite formation flying using gas thrusters for station-keeping.  The whole class works on the same project, but divides into smaller subsystem teams, such as power, metrology, and structures, to handle design details.",https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-83x-space-systems-engineering-spring-2002-spring-2003/16-83xs02.jpg
Aerodynamics of Viscous Fluids (Fall 2003),aeronautics-and-astronautics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-13-aerodynamics-of-viscous-fluids-fall-2003,"The major focus of 16.13 is on boundary layers, and boundary layer theory subject to various flow assumptions, such as compressibility, turbulence, dimensionality, and heat transfer. Parameters influencing aerodynamic flows and transition and influence of boundary layers on outer potential flow are presented, along with associated stall and drag mechanisms. Numerical solution techniques and exercises are included.",https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-13-aerodynamics-of-viscous-fluids-fall-2003/16-13f03.jpg
Computational Methods in Aerospace Engineering (Spring 2014),aeronautics-and-astronautics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-90-computational-methods-in-aerospace-engineering-spring-2014,"This course provides an introduction to numerical methods and computational techniques arising in aerospace engineering. Applications are drawn from aerospace structures, aerodynamics, dynamics and control, and aerospace systems. Techniques covered include numerical integration of systems of ordinary differential equations; numerical discretization of partial differential equations; and probabilistic methods for quantifying the impact of variability. Specific emphasis is given to finite volume methods in fluid mechanics, and finite element methods in structural mechanics.Acknowledgement: Prof. David Darmofal taught this course in prior years, and created some of the materials found in this OCW site.",https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-90-computational-methods-in-aerospace-engineering-spring-2014/16-90s14.jpg
The Engineer of 2020 (Fall 2009),aeronautics-and-astronautics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-a47-the-engineer-of-2020-fall-2009,"Numerous recent studies have shown that the U.S. has relatively low percentages of students who enter science and engineering and a high drop-out rate. Some other countries are producing many more scientists and engineers per capita than the U.S. What does this mean for the future of the U.S. and the global economy?In this readings and discussion-based seminar you will meet weekly with the Dean of Undergraduate Education to explore the kind of education MIT and other institutions are and should be giving. Based on data from National Academy and other reports, along with what pundits have been saying, we'll see if we can decide how much the U.S. may or may not be at risk. ",https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-a47-the-engineer-of-2020-fall-2009/16-a47f09.jpg
Plates and Shells (Spring 2007),mechanical-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mechanical-engineering/2-081j-plates-and-shells-spring-2007,"This course explores the following topics: derivation of elastic and plastic stress-strain relations for plate and shell elements; the bending and buckling of rectangular plates; nonlinear geometric effects; post-buckling and ultimate strength of cold formed sections and typical stiffened panels used in naval architecture; the general theory of elastic shells and axisymmetric shells; buckling, crushing and bending strength of cylindrical shells with application to offshore structures; and the application to crashworthiness of vehicles and explosive and impact loading of structures. The class is taught during the first half of term.",https://ocw.mit.edu/courses/mechanical-engineering/2-081j-plates-and-shells-spring-2007/2-081js07.jpg
Compressible Flow (Spring 2003),aeronautics-and-astronautics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-120-compressible-flow-spring-2003,"The course begins with the basics of compressible fluid dynamics, including governing equations, thermodynamic context and characteristic parameters. The next large block of lectures covers quasi-one-dimensional flow, followed by a discussion of disturbances and unsteady flows. The second half of the course comprises gas dynamic discontinuities, including shock waves and detonations, and concludes with another large block dealing with two-dimensional flows, both linear and non-linear.",https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-120-compressible-flow-spring-2003/16-120s03.jpg
Computational Mechanics of Materials (Fall 2003),aeronautics-and-astronautics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-225-computational-mechanics-of-materials-fall-2003,"16.225 is a graduate level course on Computational Mechanics of Materials. The primary focus of this course is on the teaching of state-of-the-art numerical methods for the analysis of the nonlinear continuum response of materials. The range of material behavior considered in this course includes: linear and finite deformation elasticity, inelasticity and dynamics. Numerical formulation and algorithms include: variational formulation and variational constitutive updates, finite element discretization, error estimation, constrained problems, time integration algorithms and convergence analysis. There is a strong emphasis on the (parallel) computer implementation of algorithms in programming assignments. The application to real engineering applications and problems in engineering science is stressed throughout the course.",https://ocw.mit.edu/courses/aeronautics-and-astronautics/16-225-computational-mechanics-of-materials-fall-2003/16-225f03.jpg
